FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL
Brad Morris,"6' 2""",205 lbs.,,Orthodox,"Nov 01, 1979",http://ufcstats.com/fighter-details/6803d4d6908354ac
Scott Morris,"5' 10""",210 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/be9d259be012e8a4
Anthony Morrison,"5' 7""",145 lbs.,,Orthodox,"Mar 29, 1984",http://ufcstats.com/fighter-details/dab0e6cb8c932162
Jack Morrison,"5' 11""",205 lbs.,,,,http://ufcstats.com/fighter-details/38fccd44d669bb2f
Harry Moskowitz,"6' 5""",275 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/4dc496aa0cfc0d95
Juan Mott,"6' 0""",190 lbs.,,Switch,,http://ufcstats.com/fighter-details/5da4e8dc02e50ac0
Flavio Luiz Moura,"5' 11""",183 lbs.,,Open Stance,,http://ufcstats.com/fighter-details/ab35634d1a8c7a11
Kin Moy,"5' 5""",135 lbs.,,,,http://ufcstats.com/fighter-details/ae922e7d9e852d7a
Garrett Mueller,"5' 9""",135 lbs.,,,"Jan 29, 1989",http://ufcstats.com/fighter-details/d0c325dfefdde31f
Fazlo Mulabitinovic,,135 lbs.,,,,http://ufcstats.com/fighter-details/2252b2c892397f0d
Quinn Mulhern,"6' 3""",155 lbs.,,Orthodox,"Sep 20, 1984",http://ufcstats.com/fighter-details/16af2d5a6f28bee2
Jim Mullen,"6' 1""",215 lbs.,,Southpaw,,http://ufcstats.com/fighter-details/1a49e0670dfaca31
Andy Murad,"5' 9""",185 lbs.,,,,http://ufcstats.com/fighter-details/fd0b4e3eb18eafb7
Kazunari Murakami,"6' 1""",220 lbs.,,Orthodox,"Nov 29, 1973",http://ufcstats.com/fighter-details/cfbccfed4e4796fe
Ryuichi Murata,"5' 8""",183 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/e3a6c6d6d0ac0815
Ailiya Muratbek,,155 lbs.,,,,http://ufcstats.com/fighter-details/9b6dcc335ad03696
Tom Murphy,"6' 2""",227 lbs.,,Southpaw,"Nov 19, 1974",http://ufcstats.com/fighter-details/62918a2118de08b2
Ian Murphy,"6' 1""",185 lbs.,,Orthodox,"Jun 14, 1985",http://ufcstats.com/fighter-details/de25520d54eab12d
Jon Murphy,"6' 3""",260 lbs.,,Orthodox,"Aug 09, 1977",http://ufcstats.com/fighter-details/1b5c146ee7b86e34
Patrick Murphy,"6' 0""",170 lbs.,,,,http://ufcstats.com/fighter-details/eca7e064746c161a
Lee Murray,"6' 3""",185 lbs.,,Orthodox,"Sep 12, 1977",http://ufcstats.com/fighter-details/32016899d0a222a3
Andre Mussi,"6' 3""",242 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/d0d43cb9b14f231c
Max Mustaki,"6' 0""",155 lbs.,,Orthodox,"Nov 07, 1987",http://ufcstats.com/fighter-details/f4c40f8a64d3151d
Fiona Muxlow,"5' 4""",145 lbs.,,,"May 13, 1977",http://ufcstats.com/fighter-details/062e57ca1a3c95a8
Ho Bae Myeon,"5' 11""",168 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/2719f300b0439039
Katsuhiko Nagata,"5' 7""",154 lbs.,,Southpaw,"Oct 31, 1973",http://ufcstats.com/fighter-details/d5ae8074631762fc
Yuji Nagata,"6' 0""",225 lbs.,,Orthodox,"Apr 24, 1968",http://ufcstats.com/fighter-details/e49c2db95e572dc8
Greg Nagy,"6' 1""",210 lbs.,,Orthodox,"Oct 18, 1983",http://ufcstats.com/fighter-details/342422bb6ced1e8d
Logan Nail,,185 lbs.,,,"Jun 20, 1989",http://ufcstats.com/fighter-details/47e0b5833e6bc91a
Yukiya Naito,"6' 1""",205 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/7be328bb3c2ea22e
Andrews Nakahara,"6' 1""",185 lbs.,,Orthodox,"Mar 12, 1983",http://ufcstats.com/fighter-details/7a9ca95a92d7b64c
Rin Nakai,"5' 1""",135 lbs.,,Orthodox,"Oct 22, 1986",http://ufcstats.com/fighter-details/f9ae6914f604aa9f
Daisuke Nakamura,"5' 7""",154 lbs.,,Orthodox,"Jun 10, 1980",http://ufcstats.com/fighter-details/a196332ee4aa8a82
Yusaku Nakamura,"5' 5""",145 lbs.,,,"Jun 21, 1986",http://ufcstats.com/fighter-details/03e8df49c4a059ba
Jutaro Nakao,"5' 9""",170 lbs.,,Southpaw,"Nov 30, 1970",http://ufcstats.com/fighter-details/95eb112a85601a0a
Yoshihiro Nakao,"6' 0""",220 lbs.,,Southpaw,"Jun 25, 1972",http://ufcstats.com/fighter-details/e18012194473e8b0
Yui Chul Nam,"5' 9""",145 lbs.,,Orthodox,"Jul 16, 1981",http://ufcstats.com/fighter-details/a00ec21cfbba17b6
Yasuhito Namekawa,"5' 9""",205 lbs.,,Orthodox,"Oct 27, 1974",http://ufcstats.com/fighter-details/6083f497c22cc075
Roger Narvaez,"6' 3""",185 lbs.,,Southpaw,"Sep 09, 1983",http://ufcstats.com/fighter-details/3a12a2f096a6d975
Fabio Nascimento,"5' 10""",185 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/307064d3e0f036c2
Reza Nasri,"5' 11""",205 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/d41937647eae9a34
Pawel Nastula,"6' 0""",230 lbs.,,Southpaw,"Jun 26, 1970",http://ufcstats.com/fighter-details/154a6b3ffae264cd
Danny Navarro,"5' 10""",155 lbs.,,,"May 27, 1983",http://ufcstats.com/fighter-details/618f72750ec50b05
Marcio Navarro,"6' 0""",155 lbs.,,,"Sep 17, 1978",http://ufcstats.com/fighter-details/52f7d300738961ac
Dustin Neace,"5' 9""",145 lbs.,"69""",,"Sep 12, 1986",http://ufcstats.com/fighter-details/e503aa5c252a1b4d
Josh Neal,"6' 0""",185 lbs.,,,,http://ufcstats.com/fighter-details/0b534765dca35e71
Joe Neal,"5' 6""",135 lbs.,,,"Jul 29, 1986",http://ufcstats.com/fighter-details/5751267660c734cb
Steve Nelmark,"6' 0""",240 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/13e62d766b709aa6
Lissette Neri,"5' 2""",145 lbs.,,,"Aug 05, 1987",http://ufcstats.com/fighter-details/f4db63258ecf0613
Mario Neto,"6' 0""",229 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/1209b5134401ca53
Julio Cesar Neves Jr.,"5' 8""",145 lbs.,,,"Apr 25, 1994",http://ufcstats.com/fighter-details/195d0d3e14a2e256
Nick Newell,"5' 10""",155 lbs.,,Southpaw,"Mar 17, 1986",http://ufcstats.com/fighter-details/f562238becb9ec50
Jeff Newton,"6' 2""",205 lbs.,,Sideways,"Dec 11, 1966",http://ufcstats.com/fighter-details/94609dd91731d428
Carlos Newton,"5' 9""",170 lbs.,,Orthodox,"Aug 17, 1976",http://ufcstats.com/fighter-details/952f6fa06f25a0ec
Emanuel Newton,"6' 1""",205 lbs.,,,"Jan 02, 1984",http://ufcstats.com/fighter-details/fbbbc68d368832fa
Mike Nickels,"6' 4""",205 lbs.,,Orthodox,"Dec 13, 1971",http://ufcstats.com/fighter-details/330ec26453c44a59
Jaimelene Nievera,"5' 5""",125 lbs.,,Orthodox,"Oct 28, 1984",http://ufcstats.com/fighter-details/3edf45e1717fa764
Khomkrit Niimi,"5' 2""",125 lbs.,,,,http://ufcstats.com/fighter-details/52a003d768f10d91
Hans Nijman,"6' 0""",250 lbs.,,Switch,"Oct 23, 1959",http://ufcstats.com/fighter-details/4956f60b7fa57c1a
Fedor Nikolov,,,,,,http://ufcstats.com/fighter-details/346f789951e85f3f
Jack Nilson,,,,,,http://ufcstats.com/fighter-details/53e533db1b8e9712
Mats Nilsson,"6' 1""",170 lbs.,,Orthodox,"Dec 05, 1983",http://ufcstats.com/fighter-details/a9bcf8717dd12532
Soichi Nishida,"5' 11""",320 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/6810d8d2dd557cf9
Yosuke Nishijima,"5' 9""",205 lbs.,,Orthodox,"May 15, 1973",http://ufcstats.com/fighter-details/5cde96e0a1a1fffe
Yamato Nishikawa,"5' 7""",155 lbs.,,Orthodox,"Dec 06, 2002",http://ufcstats.com/fighter-details/7beecbe0a08cf002
Akiyo Nishiura,"5' 8""",139 lbs.,,Southpaw,"Aug 08, 1983",http://ufcstats.com/fighter-details/6c9383ffab2725a5
Derrick Noble,"5' 9""",170 lbs.,,Southpaw,"Aug 14, 1978",http://ufcstats.com/fighter-details/21321cdfba797c52
Kyle Noblitt,"6' 2""",243 lbs.,,,"Dec 26, 1989",http://ufcstats.com/fighter-details/4acf03bdec2025d7
Pedro Nobre,"5' 5""",135 lbs.,,,"Feb 13, 1986",http://ufcstats.com/fighter-details/e983c62faf677ab2
Jacob Noe,,205 lbs.,,,,http://ufcstats.com/fighter-details/9bff1b4c37ebbede
Alexandre Franca Nogueira,"5' 7""",145 lbs.,,Orthodox,"Jan 15, 1978",http://ufcstats.com/fighter-details/4c27ca8c8481f79a
Talita Nogueira,"5' 10""",145 lbs.,,,"Oct 13, 1985",http://ufcstats.com/fighter-details/a3d1d060f9af97fe
Nick Nolte,"6' 0""",170 lbs.,,,,http://ufcstats.com/fighter-details/d665de9b4da87c22
Jan Nortje,"6' 1""",310 lbs.,,Southpaw,"Apr 11, 1975",http://ufcstats.com/fighter-details/bd4389b71fdc0ce2
Scott Norton,"5' 10""",170 lbs.,,Orthodox,"Mar 15, 1973",http://ufcstats.com/fighter-details/f21a3d68fb9df387
Jonatas Novaes,"5' 11""",170 lbs.,,,"Mar 02, 1981",http://ufcstats.com/fighter-details/9e8e5c529057fe60
Jason Novelli,"6' 0""",155 lbs.,,Orthodox,"Jun 08, 1979",http://ufcstats.com/fighter-details/459e4dc69ec669b2
TJ O'Brien,"6' 2""",155 lbs.,,Orthodox,"Jan 01, 1987",http://ufcstats.com/fighter-details/d25b93992f285953
Dan O'Connor,"5' 4""",115 lbs.,,,"Nov 17, 1982",http://ufcstats.com/fighter-details/69ea0119f6f0dfe0
Sean O'Haire,"6' 5""",270 lbs.,,Orthodox,"Feb 25, 1971",http://ufcstats.com/fighter-details/46effbd1135423c5
Jeremiah O'Neal,"5' 8""",260 lbs.,,,"Oct 25, 1977",http://ufcstats.com/fighter-details/338fda4ec7034c5d
Chuck O'Neil,"6' 2""",170 lbs.,,,"Sep 22, 1985",http://ufcstats.com/fighter-details/56bc9ccb609df534
Takahiro Oba,"5' 8""",200 lbs.,,Southpaw,,http://ufcstats.com/fighter-details/7139cd2ae4bf6a29
Nobuhiro Obiya,"5' 8""",145 lbs.,,Orthodox,"Jan 15, 1981",http://ufcstats.com/fighter-details/6e3282d57d2467a0
Richard Odoms,"6' 5""",265 lbs.,,Orthodox,"May 08, 1975",http://ufcstats.com/fighter-details/f43907e75f8d9baa
Naoya Ogawa,"6' 4""",255 lbs.,,Orthodox,"Mar 31, 1968",http://ufcstats.com/fighter-details/4b2390cfaceb91d8
Ho Taek Oh,,155 lbs.,,,"Jul 20, 1993",http://ufcstats.com/fighter-details/5c020ee6ab450870
Michiyoshi Ohara,"5' 10""",205 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/6a8a06b542e1516d
Koji Oishi,"5' 8""",170 lbs.,,Orthodox,"May 31, 1977",http://ufcstats.com/fighter-details/01daf32100ed7517
Takayuki Okada,"6' 1""",290 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/32541eb5d12668b4
Kazuki Okubo,"5' 11""",175 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/33454ad90754cb49
Masakatsu Okuda,,,,,,http://ufcstats.com/fighter-details/02a65a55f25fb4f3
Jorge Oliveira,"6' 1""",205 lbs.,,,,http://ufcstats.com/fighter-details/bec2746f033802c3
Ednaldo Oliveira,"6' 5""",205 lbs.,,Orthodox,"Feb 19, 1984",http://ufcstats.com/fighter-details/acd9513399a8b09b
Wendell Oliveira Marques,"5' 10""",170 lbs.,,Orthodox,"Jun 01, 1983",http://ufcstats.com/fighter-details/32c03df3c9760069
Felipe Olivieri,"5' 9""",155 lbs.,,Orthodox,"Apr 12, 1985",http://ufcstats.com/fighter-details/948880beac71f028
Andy Ologun,"6' 0""",154 lbs.,,Orthodox,"Jun 12, 1983",http://ufcstats.com/fighter-details/e96d8538d3f9d0ed
Shana Olsen,"5' 7""",145 lbs.,,,"Dec 17, 1980",http://ufcstats.com/fighter-details/dfbb95ca0c143988
Casey Olson,"5' 7""",145 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/7613773461b276f4
Dennis Olson,"6' 0""",170 lbs.,,,,http://ufcstats.com/fighter-details/8e0709784259402d
Alan Omer,"5' 10""",145 lbs.,,Orthodox,"Sep 14, 1988",http://ufcstats.com/fighter-details/f2ad06f1007c481a
Chibwikem Onyenegecha,"6' 3""",185 lbs.,,Orthodox,"Apr 18, 1994",http://ufcstats.com/fighter-details/887e09328cd63df1
Sam Oropeza,"6' 2""",170 lbs.,,,,http://ufcstats.com/fighter-details/6b8db407d49c6e4b
Jorge Ortiz,"6' 0""",185 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/9c5828c6fd9dc948
Kurt Osiander,,185 lbs.,,,,http://ufcstats.com/fighter-details/f84dfc5a8d178403
Nissen Osterneck,"6' 2""",185 lbs.,,Orthodox,"May 01, 1981",http://ufcstats.com/fighter-details/d632d156c0549e07
Pedro Otavio,"6' 3""",245 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/4512e46543b960ad
Alexander Otsuka,"6' 1""",205 lbs.,,Orthodox,"Jul 17, 1971",http://ufcstats.com/fighter-details/865aa315ea62c511
Takafumi Otsuka,"5' 6""",139 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/6b8f28da9a483049
Artur Oumakhanov,"5' 7""",154 lbs.,,Orthodox,"Feb 27, 1979",http://ufcstats.com/fighter-details/1ef0eae31904e534
Valentijn Overeem,"6' 3""",230 lbs.,,Orthodox,"Aug 17, 1976",http://ufcstats.com/fighter-details/20e403a1acfef130
Craig Oxley,"5' 9""",155 lbs.,,,"Feb 14, 1973",http://ufcstats.com/fighter-details/4bb9d7a32d02a03e
Shungo Oyama,"5' 11""",185 lbs.,,Southpaw,"Apr 11, 1974",http://ufcstats.com/fighter-details/47b7e4e60813b7b2
Raquel Pa'aluhi,"5' 7""",135 lbs.,,,,http://ufcstats.com/fighter-details/373be586f370d400
Larissa Pacheco,"5' 7""",135 lbs.,,Orthodox,"Sep 07, 1994",http://ufcstats.com/fighter-details/16b89be2f5c16fba
George Pacurariu,"5' 7""",135 lbs.,,,"Jul 28, 1984",http://ufcstats.com/fighter-details/c51da79b0346b5b7
Cyrillo Padilha,"5' 11""",155 lbs.,,,"Jan 23, 1978",http://ufcstats.com/fighter-details/856c4d2668a875f9
Gary Padilla,"5' 11""",205 lbs.,,,"May 04, 1980",http://ufcstats.com/fighter-details/01dd4cdc2446f665
Josh Paiva,"5' 6""",125 lbs.,,,"Apr 05, 1991",http://ufcstats.com/fighter-details/1e12c1dbbb1e2dda
Jose Palacios,"5' 9""",145 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/de20ffb3fc2e7629
Ricky Palacios,"5' 6""",145 lbs.,,Orthodox,"Jul 05, 1987",http://ufcstats.com/fighter-details/797ddccda75f169f
Tulio Palhares,,180 lbs.,,,,http://ufcstats.com/fighter-details/e8c170a64dc920ac
Stephen Palling,"5' 4""",143 lbs.,,,"Jan 29, 1967",http://ufcstats.com/fighter-details/ab7c212de9f66af0
Eduardo Pamplona,"5' 11""",170 lbs.,,,"Feb 20, 1973",http://ufcstats.com/fighter-details/f31c0905045fa100
Joe Pardo,"6' 1""",210 lbs.,,Southpaw,,http://ufcstats.com/fighter-details/74fefd43f073cd2f
Bryan Pardoe,"6' 1""",205 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/56116537d71a578c
Remco Pardoel,"6' 3""",260 lbs.,,Southpaw,,http://ufcstats.com/fighter-details/749685d24e2cac50
Ido Pariente,"5' 8""",155 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/7573d25a078b5732
Won Sik Park,"5' 11""",154 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/9df394db5ca103eb
Ryan Parker,"6' 3""",235 lbs.,,Southpaw,,http://ufcstats.com/fighter-details/6a0b80a24f22e152
Larry Parker,"5' 11""",205 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/c0231720fe516994
Tyra Parker,"5' 5""",115 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/64be3dc99eaa42b6
Willie Parks,"5' 10""",185 lbs.,,,"Nov 04, 1983",http://ufcstats.com/fighter-details/86ad0ae839331bd7
Jordan Parsons,"5' 9""",145 lbs.,,,"Aug 26, 1990",http://ufcstats.com/fighter-details/8b2a18d3c6735083
Onassis Parungao,"5' 11""",200 lbs.,,,,http://ufcstats.com/fighter-details/96d173b7f92aa520
Jorge Patino,"5' 8""",170 lbs.,,Orthodox,"Aug 05, 1973",http://ufcstats.com/fighter-details/c8cca8f3de5be4b4
Russell Patrick,"5' 9""",145 lbs.,,,,http://ufcstats.com/fighter-details/eafedba0617ced81
Michael Patt,"6' 0""",205 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/83d0de122f2f9664
Justin Patterson,"5' 10""",170 lbs.,,,"Dec 07, 1985",http://ufcstats.com/fighter-details/2dc7c49cfaeb867c
Julio Paulino,"6' 0""",170 lbs.,,Orthodox,"Dec 04, 1975",http://ufcstats.com/fighter-details/60c72f7459827881
Estevan Payan,"5' 10""",145 lbs.,,Orthodox,"Mar 14, 1982",http://ufcstats.com/fighter-details/d0a5ef38a7778ac2
Sarah Payant,"5' 4""",115 lbs.,,,,http://ufcstats.com/fighter-details/748d4e35f846a029
Roland Payne,"5' 9""",205 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/2e04a3b4a2011b97
Joe Pearson,"5' 10""",145 lbs.,,Orthodox,"Mar 28, 1978",http://ufcstats.com/fighter-details/122806b56775a53a
Andre Pederneiras,"5' 8""",155 lbs.,,Orthodox,"Mar 22, 1967",http://ufcstats.com/fighter-details/bba678d312590087
Matt Pedro,,,,,,http://ufcstats.com/fighter-details/f354c50b8d63d9b3
Willie Peeters,"5' 9""",220 lbs.,,Orthodox,"Oct 26, 1965",http://ufcstats.com/fighter-details/e7bfdb5e0112891e
Filip Pejic,"5' 8""",135 lbs.,,Orthodox,"Jul 21, 1992",http://ufcstats.com/fighter-details/38ed5a2299230227
Yan Pellerin,"5' 11""",205 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/bfe95ec546692b13
Felipe Pena,,,,,"Oct 19, 1991",http://ufcstats.com/fighter-details/566ff9546fc29acd
Sherman Pendergarst,"6' 1""",235 lbs.,,Orthodox,"Aug 01, 1967",http://ufcstats.com/fighter-details/e670f8cc2969a789
Drew Pendleton,,145 lbs.,,,"Dec 08, 1983",http://ufcstats.com/fighter-details/34b634cb2471bdde
Nick Penner,"6' 4""",205 lbs.,,Southpaw,"Mar 26, 1980",http://ufcstats.com/fighter-details/879b8df81523d91b
Justin Pennington,"5' 4""",,,,,http://ufcstats.com/fighter-details/0699c4b2a7c3c76f
Jerron Peoples,"6' 0""",170 lbs.,,,"May 04, 1982",http://ufcstats.com/fighter-details/a2ac473d74eb157c
Ray Perales,"5' 10""",170 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/9a70f67ad2187fa3
Daniel Pereira,"5' 10""",185 lbs.,,,"Dec 13, 1990",http://ufcstats.com/fighter-details/44f46b0592ca0814
Luciano Pereira,,125 lbs.,,Orthodox,"Jan 09, 2001",http://ufcstats.com/fighter-details/d7ee49bf3c779fa6
Alice Pereira,,135 lbs.,,,"Dec 20, 2005",http://ufcstats.com/fighter-details/81d2c551886bd5a1
Rolando Perez,"5' 8""",135 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/4a9e305633f3ef47
Philip Perez,"5' 5""",155 lbs.,,Southpaw,,http://ufcstats.com/fighter-details/eee8efec7b951d84
Jose Perez,,,,,,http://ufcstats.com/fighter-details/89578ae236ee04e9
Thiago Perpetuo,"5' 10""",170 lbs.,,Orthodox,"Dec 14, 1987",http://ufcstats.com/fighter-details/c1a5d3843596df92
Hernani Perpetuo,"6' 0""",170 lbs.,,Orthodox,"May 24, 1985",http://ufcstats.com/fighter-details/575360be653ad6a6
Leiticia Pestova,"5' 6""",135 lbs.,,Orthodox,"Jan 15, 1984",http://ufcstats.com/fighter-details/f3743d8ef5dde970
Tony Petarra,"5' 11""",196 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/c61f66d8c3fd5f07
Tommy Petersen,,155 lbs.,,,,http://ufcstats.com/fighter-details/7aabd61419f747d1
Cory Peterson,"6' 11""",400 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/5df10509264586e5
Dino Pezao,,205 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/81b57acd6975ac06
Wayne Phillips,,185 lbs.,,,"Jun 17, 1983",http://ufcstats.com/fighter-details/09a82bd51ff61376
Dave Phillips,"6' 0""",185 lbs.,,Orthodox,"Jan 12, 1980",http://ufcstats.com/fighter-details/99020eeb8cd5689d
Nick Pica,"5' 10""",185 lbs.,,,,http://ufcstats.com/fighter-details/7922e8269adcc25a
Adam Piccolotti,"5' 11""",155 lbs.,,,"Oct 23, 1988",http://ufcstats.com/fighter-details/fa399f7f6e17f7f5
Fabiola Pidroni,,115 lbs.,,,"Jan 04, 1994",http://ufcstats.com/fighter-details/9561eb5f0d63ffcc
Nick Piedmont,"5' 10""",145 lbs.,,,,http://ufcstats.com/fighter-details/df7d386a54e07446
Joao Pierini,"6' 1""",155 lbs.,,Switch,"Dec 11, 1971",http://ufcstats.com/fighter-details/9a967e8e43dcef63
Jesus Pinedo,"5' 10""",155 lbs.,,Southpaw,"Jun 22, 1996",http://ufcstats.com/fighter-details/25af5e832f17b474
Dmitry Poberezhets,"6' 3""",237 lbs.,,,"Jun 11, 1985",http://ufcstats.com/fighter-details/9756095cb76b67c3
Ross Pointon,"5' 8""",170 lbs.,,Orthodox,"Feb 18, 1980",http://ufcstats.com/fighter-details/7215953cd5c6254d
John Polakowski,"5' 10""",155 lbs.,,Orthodox,"Jun 21, 1981",http://ufcstats.com/fighter-details/b18fb36a4aa00093
Brandon Polcare,,125 lbs.,,,,http://ufcstats.com/fighter-details/543cd2258f4fa339
Mike Polchlopek,"6' 4""",285 lbs.,,Orthodox,"Dec 27, 1965",http://ufcstats.com/fighter-details/3bb030257966b022
Alexander Poppeck,"6' 2""",205 lbs.,,Orthodox,"Apr 06, 1992",http://ufcstats.com/fighter-details/56bf3ed155bd0fcd
Felipe Portela,,170 lbs.,,,"Nov 23, 1987",http://ufcstats.com/fighter-details/303e017a9074f3aa
Philip Preece,"5' 8""",205 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/6597b611f1c32555
Dorian Price,"6' 3""",170 lbs.,,Southpaw,"Aug 20, 1977",http://ufcstats.com/fighter-details/ee4b670e159f4a33
Chris Price,"6' 2""",185 lbs.,,Southpaw,"Nov 09, 1982",http://ufcstats.com/fighter-details/0597a4528ebd1307
Shane Primm,"6' 3""",205 lbs.,,Orthodox,"Jul 30, 1984",http://ufcstats.com/fighter-details/5114f1b5ad4cdf72
Brent Primus,"5' 10""",155 lbs.,,,"Apr 12, 1985",http://ufcstats.com/fighter-details/46caf130099206cd
Daniel Puder,"6' 3""",235 lbs.,,Orthodox,"Oct 09, 1981",http://ufcstats.com/fighter-details/66e0a70352fef46a
Bubba Pugh,"5' 10""",185 lbs.,,,,http://ufcstats.com/fighter-details/6cf2352cdb3de59d
Juan Manuel Puig,"5' 9""",145 lbs.,,Orthodox,"Apr 23, 1989",http://ufcstats.com/fighter-details/85d0fafb8b75d634
Hugh Pulley,"6' 0""",155 lbs.,,,,http://ufcstats.com/fighter-details/308279bd246c211f
Josh Pulsifer,"5' 10""",145 lbs.,,,"Mar 16, 1983",http://ufcstats.com/fighter-details/16867810070dc520
Bao Quach,"5' 3""",145 lbs.,,Orthodox,"Sep 04, 1979",http://ufcstats.com/fighter-details/d365ee924f5cc3fc
Gary Quan,"5' 8""",143 lbs.,,,"Apr 11, 1971",http://ufcstats.com/fighter-details/f7b4cbe93f3bac06
Vinicius Queiroz,"6' 7""",220 lbs.,,Orthodox,"Aug 29, 1983",http://ufcstats.com/fighter-details/2a8502954f49e682
Jimmy Quinlan,"6' 0""",185 lbs.,,Orthodox,"May 25, 1986",http://ufcstats.com/fighter-details/ddbe4fa2ea573393
Ryan Quinn,"5' 8""",145 lbs.,,,,http://ufcstats.com/fighter-details/cc23ed51619421a3
Benji Radach,"5' 10""",185 lbs.,,Orthodox,"Apr 05, 1979",http://ufcstats.com/fighter-details/01b39decaf0abf6a
Jordan Radev,"5' 7""",185 lbs.,,Southpaw,"Sep 28, 1976",http://ufcstats.com/fighter-details/45bc8f98d62bd096
Gilbert Rael,"5' 8""",155 lbs.,,,,http://ufcstats.com/fighter-details/6cc25d19a891f435
Josh Rafferty,"6' 0""",170 lbs.,,Orthodox,"Jan 06, 1981",http://ufcstats.com/fighter-details/ff2c606c8bc365e3
Amir Rahnavardi,"6' 0""",205 lbs.,,Orthodox,"Dec 07, 1974",http://ufcstats.com/fighter-details/bc7f7f0ba3db74d2
Sora Rakhmonova,,125 lbs.,,,"Jun 21, 1998",http://ufcstats.com/fighter-details/63ff619c52ff7976
Jessica Rakoczy,"5' 7""",115 lbs.,,Orthodox,"Apr 14, 1977",http://ufcstats.com/fighter-details/ffdeb4fbea09ce75
Thomas Ramirez,"6' 1""",410 lbs.,,Sideways,,http://ufcstats.com/fighter-details/ea398c802d9998ee
Hector Ramirez,"6' 0""",205 lbs.,,Orthodox,"Mar 28, 1976",http://ufcstats.com/fighter-details/d1759b2b7be9be56
Matt Ramirez,"5' 5""",125 lbs.,,,,http://ufcstats.com/fighter-details/96c05ba5ab9eccaf
Steve Ramirez,"5' 7""",125 lbs.,,,,http://ufcstats.com/fighter-details/4311e9d23604205c
Amador Ramirez,,135 lbs.,,,"Jun 14, 1990",http://ufcstats.com/fighter-details/ac31f869959860bc
Andrew Ramm,"6' 1""",160 lbs.,,,,http://ufcstats.com/fighter-details/3b5f2faaa2f2c1f6
Ian Rammel,"6' 0""",185 lbs.,,,"Jul 22, 1985",http://ufcstats.com/fighter-details/abc8e1423cf5b74e
Luis Ramos,"5' 8""",170 lbs.,,Orthodox,"Jan 18, 1981",http://ufcstats.com/fighter-details/7bc475b0fc2020ab
Vernon Ramos Ho,"5' 6""",170 lbs.,,Orthodox,"Jun 03, 1992",http://ufcstats.com/fighter-details/30b577b112bef42d
Kevin Randleman,"5' 10""",205 lbs.,,Orthodox,"Aug 10, 1971",http://ufcstats.com/fighter-details/6859f67468ba8489
Raou Raou,"5' 8""",195 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/ed069a95aaaf4f56
Hussain Rasouli,"5' 6""",135 lbs.,,,,http://ufcstats.com/fighter-details/9d61d8cb1c354867
David Rasouri,"5' 7""",155 lbs.,,,,http://ufcstats.com/fighter-details/31e1ea6fe6b682f8
Gideon Ray,"5' 10""",185 lbs.,,Southpaw,"May 27, 1973",http://ufcstats.com/fighter-details/ea3ef6206c7907d5
